timestamp,solving_id,question_id,user_answer,elapsed_time
1507871729437,1,q8098,b,21000
1507871753910,2,q8074,a,22000
1507871778733,3,q176,d,23000
1507871796926,4,q1279,c,16000
1507871853529,5,q2067,a,18000
1507871853758,5,q2068,a,18000
1507871853972,5,q2069,d,18000
1507871910883,6,q3411,d,18000
1507871911487,6,q3412,a,18000
1507871911932,6,q3413,b,18000
1507871960617,7,q2991,d,15333
1507871960883,7,q2992,b,15333
1507871961050,7,q2993,a,15333
1507872042961,8,q2628,c,26333
1507872043398,8,q2629,b,26333
1507872043886,8,q2630,b,26333
1507872069583,9,q4555,a,24000
1507872090549,10,q4178,c,19000
1507872122165,11,q4761,b,30000
1507872144631,12,q6185,c,21000
1507872169035,13,q6243,d,23000
1507872209469,14,q6442,c,39000
1507872353234,15,q6949,d,35250
1507872353971,15,q6950,a,35250
1507872354472,15,q6951,c,35250
1507872355010,15,q6952,a,35250
1507872510929,16,q7335,d,38500
1507872511486,16,q7336,a,38500
1507872511866,16,q7337,b,38500
1507872512202,16,q7338,d,38500
1507872582999,17,q10036,a,17000
1507872608689,18,q5585,a,20000
1507872647099,19,q4794,c,33000
1507872665830,20,q9612,a,10000
1507872686360,21,q3966,d,16000
1507872721859,22,q5648,c,31000
1507872749265,23,q3928,b,23000
1507872777815,24,q5984,d,23000
1507872806634,25,q4553,d,24000
1507872831140,26,q6074,b,20000
1508425011610,27,q4321,a,21000
1508438717272,28,q3665,b,30000
1508438758321,29,q4030,c,22000
1508438791304,30,q4595,c,29000
1508438836419,31,q5667,b,40000
1508438864188,32,q5649,d,21000
1508438889401,33,q5768,b,17000
1508438932060,34,q6497,c,31000
1508438976775,35,q5787,a,29000
1508439016592,36,q3914,c,35000
1508442253717,37,q471,c,16000
1508442281838,38,q595,c,16000
1508442304395,39,q1221,b,17000
1508442323460,40,q1171,b,12000
1508442347562,41,q954,b,16000
1508442371024,42,q1375,c,18000
1508442394838,43,q830,b,17000
1508442420547,44,q1165,c,17000
1508442443028,45,q553,b,16000
1508442466290,46,q819,b,16000
1508467420213,47,q5535,c,17000
1508467447187,48,q4297,c,20000
1508467458628,49,q6732,a,7000
1508467478095,50,q4478,a,14000
1508467496025,51,q4565,a,11000
1508468269571,51,q4565,b,3000
1508468278601,52,q5768,c,5000
1508468314303,53,q5765,b,64000
1508468370511,54,q5658,c,22000
1508468394879,55,q3684,b,12000
1508468448891,56,q5682,c,40000
1508468516796,57,q4056,b,33000
1513998449058,58,q1125,c,16000
1513998475642,59,q295,b,18000
1513998516538,60,q569,a,14000
1513998533111,61,q802,b,13000
1513998556577,62,q238,a,17000
1513998602287,63,q555,b,17000
1513998638458,64,q1097,b,15000
1513998657732,65,q879,a,13000
1513998679228,66,q1015,a,16000
1513998708835,67,q1003,b,17000
1513998761655,68,q4082,a,19000
1513998802927,69,q8625,d,36000
1513998829573,70,q6186,c,18000
1513998922535,71,q4539,a,6000
1513998931779,72,q4067,c,6000
1513998943565,73,q9505,a,8000
1513998961262,74,q5664,c,10000
1513998973976,75,q4476,b,9000
1513998995159,76,q5656,b,8000
1513999023537,77,q8517,c,18000
1514275203169,78,q4563,a,21000
1514275229760,79,q4600,b,18000
1514275257894,80,q5743,d,24000
1514275300430,81,q9160,b,38000
1514275327392,82,q8482,a,11000
1514275346584,83,q4594,c,14000
1514275387276,84,q5287,d,36000
1514275403795,85,q9829,d,9000
1514275413322,86,q4856,a,3000
1514275427220,87,q5660,b,9000
1514275485499,88,q806,a,23000
1514275509140,89,q1147,a,13000
1514275526911,90,q850,b,12000
1514275549055,91,q249,b,17000
1514275567981,92,q904,c,14000
1514275591323,93,q1129,c,16000
1514275611358,94,q918,b,14000
1514275645202,95,q479,b,12000
1514275662964,96,q289,c,14000
1514275714510,97,q463,b,14000
