timestamp,solving_id,question_id,user_answer,elapsed_time
1551675924658,1,q4186,a,22000
1551675950434,2,q1274,b,22000
1551675969310,3,q4474,b,16000
1551675995111,4,q5627,a,23000
1551676039228,5,q6722,b,41000
1551676061579,6,q3916,b,19000
1551676078290,7,q10026,b,14000
1551679122402,8,q1207,b,17000
1551679147104,9,q968,b,17000
1551679169262,10,q595,c,16000
1551679194182,11,q11261,c,18000
1551679215949,12,q1073,b,16000
1551679235749,13,q626,a,14000
1551679257095,14,q280,b,16000
1551679281619,15,q11249,b,19000
1551679302180,16,q1364,a,15000
1551679323893,17,q1070,c,17000
1551707132230,18,q1714,b,26000
1551707132259,18,q1715,b,26000
1551707132281,18,q1713,a,26000
1551707228568,19,q1833,b,27000
1551707228599,19,q1834,d,27000
1551707228604,19,q1835,c,27000
1551707320966,20,q1770,a,27000
1551707320981,20,q1771,c,27000
1551707320986,20,q1772,b,27000
1551707399545,21,q1429,a,22667
1551707399545,21,q1430,d,22667
1551707399584,21,q1428,b,22667
1551707477585,22,q1836,b,23000
1551707477602,22,q1837,a,23000
1551707477609,22,q1838,a,23000
1551707565368,23,q2180,d,23667
1551707565384,23,q2178,b,23667
1551707565409,23,q2179,c,23667
1551707659809,24,q1727,a,26000
1551707659823,24,q1725,b,26000
1551707659874,24,q1726,d,26000
1551707877438,25,q38,a,20000
1551707907677,26,q8082,c,23000
1551707934630,27,q8116,b,19000
1551707959697,28,q11013,d,19000
1551707982652,29,q56,c,18000
1551708008235,30,q8143,a,20000
1551708043012,31,q8163,b,20000
1551708074141,32,q11174,a,22000
1551708101077,33,q8065,d,21000
1551708128850,34,q188,c,20000
1551708155063,35,q8114,a,19000
1551708195481,36,q11034,d,21000
1551708219872,37,q8181,b,18000
1551708248935,38,q8172,a,23000
1551708274773,39,q8103,d,19000
1551708300021,40,q11109,a,20000
1551708351301,41,q187,a,19000
1551708379031,42,q111,d,22000
1551708405267,43,q140,c,19000
1551708459227,44,q11051,a,19000
1551708484039,45,q171,d,18000
1551708510456,46,q174,a,21000
1551708537436,47,q8170,a,19000
1551708563561,48,q11232,d,20000
1551708595720,49,q8162,b,25000
1551708625653,50,q65,b,23000
1551708674672,51,q8057,d,23000
1551708703438,52,q10984,b,23000
1551708729971,53,q8149,d,20000
1551708756694,54,q7,c,21000
1551708808981,55,q694,a,16000
1551708832237,56,q1345,c,17000
1551708849529,57,q329,a,10000
1551708866045,58,q11262,a,11000
1551708892661,59,q667,c,20000
1551708947673,60,q532,b,13000
1551708972628,61,q526,c,19000
1551708995609,62,q295,b,16000
