timestamp,solving_id,question_id,user_answer,elapsed_time
1573800470000,1,q5512,b,9000
1573800489000,2,q5211,d,15000
1573800523000,3,q17147,d,31000
1573800541000,4,q423,a,16000
1573800582000,5,q17245,d,38000
1573800599000,6,q9759,c,13000
1573800626000,7,q9096,a,25000
1573800650000,8,q4426,c,21000
1573800678000,9,q9830,a,25000
1573800725000,10,q9558,d,44000
1573800752000,11,q11032,b,24000
1574013819804,12,q5512,b,9000
1574013838733,13,q5211,d,15000
1574013872582,14,q17147,d,31000
1574013891161,15,q423,a,16000
1574013932267,16,q17245,d,38000
1574013948497,17,q9759,c,13000
1574013976054,18,q9096,a,25000
1574014000056,19,q4426,c,21000
1574014027743,20,q9830,a,25000
1574014075356,21,q9558,d,44000
1574014102434,22,q11032,b,24000
