timestamp,solving_id,question_id,user_answer,elapsed_time
1573838133000,1,q3943,d,2000
1573838139000,2,q6503,d,1000
1573838142000,3,q10128,d,1000
1573838147000,4,q9883,d,1000
1573838153000,5,q4502,d,4000
1573838157000,6,q3874,d,1000
1573838160000,7,q5248,d,1000
1573838164000,8,q6131,d,1000
1573838168000,9,q4462,d,1000
1573838172000,10,q17730,b,2000
1573838175000,11,q6533,b,1000
1574051483276,12,q3943,d,2000
1574051488470,13,q6503,d,1000
1574051492371,14,q10128,d,1000
1574051496628,15,q9883,d,1000
1574051503139,16,q4502,d,4000
1574051506707,17,q3874,d,1000
1574051510137,18,q5248,d,1000
1574051514333,19,q6131,d,1000
1574051517666,20,q4462,d,1000
