timestamp,solving_id,question_id,user_answer,elapsed_time
1548435871923,1,q3630,d,17000
1548435900812,2,q6455,a,25000
1548435918243,3,q743,b,14000
1548435940511,4,q6444,d,20000
1548435965289,5,q6447,b,23000
1548435989785,6,q5719,d,22000
1548436055519,7,q5904,d,63000
1548436202816,8,q6417,c,10000
1548436233356,9,q5301,b,17000
1548436269283,10,q4828,a,30000
1548436297443,11,q9089,d,22000
1548436326212,12,q10014,a,23000
1548436356543,13,q4166,d,24000
1548436390401,14,q5616,b,27000
1548436413707,15,q9179,a,15000
1548436439796,16,q6533,d,19000
1548436467234,17,q4838,b,21000
