timestamp,solving_id,question_id,user_answer,elapsed_time
1557239639502,1,q4788,a,49000
1557239669160,2,q3854,b,24000
1557239698776,3,q5540,c,26000
1557239718372,4,q5995,a,16000
1557239739764,5,q6278,b,18000
1557239760759,6,q6294,d,18000
1557239782312,7,q5575,c,19000
1560780813999,8,q6740,b,20000
1560780845118,9,q3666,a,19000
1560780892007,10,q6533,b,26000
1560780932572,11,q9574,d,16000
1560780976701,12,q8473,c,35000
1560781028638,13,q5313,a,29000
1560781068987,14,q3944,d,32000
1560781101891,15,q9765,c,25000
1560781114840,16,q4289,a,5000
1560781131749,17,q5060,c,11000
1560781201696,18,q382,a,19000
1560781274567,19,q1340,b,28000
1560781317523,20,q727,a,18000
1560781357694,21,q295,b,16000
1560781423010,22,q647,c,38000
1560781475303,23,q891,c,29000
1560781527906,24,q490,b,29000
1560781572251,25,q11261,b,21000
1560781616257,26,q1149,a,15000
1560781669470,27,q1392,a,20000
1568869487624,28,q5067,d,34000
1568869517052,29,q9979,c,19000
1568869546038,30,q3928,a,17000
1568869692280,31,q5057,b,109000
1568869704645,32,q4181,c,6000
1568869777943,33,q8810,d,30000
1568869850999,34,q4131,b,66000
1568869867971,35,q5040,c,9000
1568869902513,36,q4131,a,16000
1568869933980,37,q5040,b,23000
1568869949851,38,q5243,d,12000
1568869995175,39,q8866,c,38000
1568870050173,40,q994,b,19000
1568870096695,41,q11249,c,23000
1568870128428,42,q231,c,15000
1568870149144,43,q1241,b,15000
1568870175233,44,q411,b,20000
1568870212050,45,q11259,b,16000
1568870242824,46,q1121,c,24000
1568870283402,47,q1174,c,16000
1568870306885,48,q887,c,17000
1568870542971,49,q11262,a,17000
1568870849148,50,q411,b,17000
1568871366747,51,q1392,b,33000
