timestamp,solving_id,question_id,user_answer,elapsed_time
1552374354127,1,q4414,d,27000
1552374377563,2,q5480,d,19000
1552374409536,3,q5255,d,28000
1552374436582,4,q4101,b,23000
1552374481490,5,q6394,c,41000
1552374512181,6,q4114,a,26000
1552374553595,7,q4042,b,38000
1552374591754,8,q3944,c,34000
1552374635247,9,q6276,c,39000
1552374680133,10,q5228,a,41000
1552374750459,11,q5235,a,65000
1552375577715,12,q5567,a,20000
1552375816991,13,q6396,a,17000
1552375863360,14,q5298,a,20000
1552375929557,15,q9068,d,20000
1552375971755,16,q6139,b,25000
1552376035709,17,q5219,b,24000
1552376079448,18,q6377,d,28000
1552376140725,19,q8793,a,40000
1552376177272,20,q5250,a,19000
1552376229453,21,q5413,d,30000
1552376746915,22,q739,a,23000
1552376793054,23,q1370,a,18000
1552376835077,24,q259,b,20000
1552376890379,25,q11259,b,22000
1552376939065,26,q835,b,19000
1552377024788,27,q1316,c,21000
1552377101357,28,q1330,c,18000
1552377133753,29,q295,c,20000
1552377179458,30,q554,c,20000
1552377218814,31,q763,a,19000
1552447033532,32,q3846,d,10000
1552447063342,33,q9773,b,14000
1552447125784,34,q5277,a,36000
1552447183298,35,q4319,a,28000
1552447230613,36,q6494,c,18000
1552447260220,37,q9388,d,14000
1552447289343,38,q6224,c,15000
1552447447889,39,q4564,a,11000
1552447472120,40,q6352,a,8000
1552447512294,41,q9568,d,15000
1552468795490,42,q952,a,16000
1562054182424,43,q11249,b,23000
1562054212825,44,q774,a,19000
1562054246220,45,q413,b,18000
1562054286501,46,q1292,c,20000
1562054324748,47,q11262,a,24000
1562054360726,48,q424,b,25000
1562054522978,49,q952,a,16000
1562054557378,50,q424,a,20000
1562054623882,51,q4078,c,21000
1562054766755,52,q5103,d,23000
1562054806685,53,q6187,a,25000
1562054832955,54,q17123,b,16000
1562054866778,55,q4087,c,15000
1562054907594,56,q6127,a,25000
1562054941983,57,q5780,b,18000
1562054985452,58,q5569,b,30000
1562055014361,59,q5850,c,17000
1562055058797,60,q6221,b,26000
1562125654180,61,q439,c,23000
1562125722821,62,q308,a,18000
