timestamp,solving_id,question_id,user_answer,elapsed_time
1563249260147,1,q3633,b,23000
1563249286074,2,q6183,b,21000
1563249306905,3,q388,b,17000
1563249328635,4,q226,c,18000
1563249347236,5,q4771,a,16000
1563249362320,6,q8430,b,13000
1563249374311,7,q5157,d,9000
1563249603909,8,q1984,d,27000
1563249603918,8,q1983,a,27000
1563249603957,8,q1985,c,27000
1563249763976,9,q2173,d,23666
1563249764001,9,q2172,a,23666
1563249764021,9,q2174,a,23666
1563249967933,10,q1828,b,27666
1563249967938,10,q1827,a,27666
1563249967960,10,q1829,b,27666
1563250146736,11,q17618,c,23666
1563250146742,11,q17616,d,23666
1563250146770,11,q17617,c,23666
1563250290650,12,q2161,a,26000
1563250290657,12,q2160,d,26000
1563250290699,12,q2162,a,26000
1563250489038,13,q2193,a,25333
1563250489059,13,q2194,b,25333
1563250489084,13,q2195,b,25333
1563250723904,14,q1869,b,26333
1563250723907,14,q1871,d,26333
1563250724624,14,q1870,a,26333
1563250885221,15,q17622,a,28333
1563250885243,15,q17623,a,28333
1563250885275,15,q17624,b,28333
1563258761678,16,q1736,b,26333
1563258761688,16,q1734,d,26333
1563258761713,16,q1735,b,26333
1563258994376,17,q1602,c,23666
1563258994378,17,q1604,a,23666
1563258994389,17,q1603,c,23666
