timestamp,solving_id,question_id,user_answer,elapsed_time
1551704936607,1,q4204,d,19000
1551704946206,2,q5881,c,6000
1551704963127,3,q6469,a,14000
1551704991978,4,q6330,b,25000
1551705007402,5,q6512,a,13000
1551705042826,6,q4114,d,32000
1551705066700,7,q4607,d,21000
1551705093557,8,q3773,a,24000
1551705128885,9,q8423,a,33000
1551705160728,10,q4566,d,29000
1551705181881,11,q5720,b,18000
1551705246365,12,q5465,b,13000
1551705273923,13,q4564,a,14000
1551705288831,14,q4360,d,8000
1551705320749,15,q10325,d,25000
1551705353292,16,q8663,c,13000
1551705367864,17,q5507,b,8000
1551705402566,18,q4030,c,28000
1551705423858,19,q8649,b,13000
1551705440617,20,q5322,d,10000
1551705452997,21,q4476,c,4000
1552716639837,22,q545,b,20000
1552716661262,23,q1132,b,16000
1552716683533,24,q413,c,17000
1552716707805,25,q11263,b,17000
1552716728392,26,q397,b,15000
1552716751123,27,q336,b,18000
1552716772292,28,q1297,b,16000
1552716792585,29,q295,c,15000
1552716813669,30,q952,b,15000
1552716839882,31,q732,c,20000
1552716882000,32,q5656,c,14000
1552716897440,33,q8739,a,8000
1552716913313,34,q6453,d,9000
1552716933200,35,q5062,a,8000
1552716948726,36,q5503,c,10000
1552716962024,37,q10306,c,8000
1552716979826,38,q4316,a,12000
1552717005312,39,q5677,d,18000
1552717036712,40,q5235,b,24000
1552717054928,41,q8520,b,5000
1552971519485,42,q8482,a,8000
1552971551201,43,q4738,c,21000
1552971572235,44,q4557,a,15000
1552971589830,45,q9836,c,11000
1552971615771,46,q3978,b,14000
1552971650283,47,q4096,d,21000
1552971671508,48,q4760,a,11000
1552971688481,49,q8638,d,8000
1552971707739,50,q6423,c,11000
1552971737129,51,q4052,d,21000
1552971798612,52,q767,c,13000
1552971819250,53,q11259,b,14000
1552971841518,54,q1101,b,16000
1552971864832,55,q763,c,17000
1552971885792,56,q835,b,15000
1552971915008,57,q11249,b,22000
1552971931448,58,q263,b,11000
1552971955626,59,q729,b,19000
1552971977904,60,q666,c,17000
1552971995347,61,q11262,a,9000
1553566474279,62,q4553,d,16000
1553566503207,63,q9851,b,13000
1553566524852,64,q6124,b,15000
1553566544478,65,q4813,b,9000
1553566566127,66,q5073,d,14000
1553566586208,67,q8517,c,8000
1553566620344,68,q4187,d,26000
1553566641663,69,q4478,a,13000
1553566664503,70,q4123,b,16000
1553566685249,71,q9427,d,15000
1553787378000,72,q5914,b,8000
1553787393327,73,q4533,c,9000
1553787412892,74,q4757,d,14000
1553787429450,75,q9759,c,8000
1553787442249,76,q5537,b,4000
1553787453466,77,q5297,a,6000
1553787471222,78,q6534,a,12000
1553787484619,79,q9858,c,8000
1553787500420,80,q9653,b,10000
1553787515205,81,q4344,c,8000
1553787576693,82,q6453,c,25000
1553955353926,83,q4872,d,9000
1553955367255,84,q10174,d,6000
1553955386954,85,q3699,a,13000
1553955403453,86,q4425,c,10000
1553955418369,87,q5401,b,9000
1553955437022,88,q8894,d,11000
1553955456710,89,q5063,d,10000
1553955475708,90,q4018,b,13000
1553955493083,91,q6742,d,11000
1553955509113,92,q9473,c,9000
1556417601819,93,q5282,d,12000
1556417620152,94,q9623,c,13000
1556417649502,95,q4811,c,15000
1556417676127,96,q17236,a,21000
1556417700587,97,q5415,c,14000
1556417716822,98,q4995,d,10000
1556417748072,99,q9638,b,22000
1556417772587,100,q10231,b,18000
1556417790539,101,q5780,b,9000
1556417812671,102,q6170,b,14000
1556590779100,103,q6390,d,25000
1556590810376,104,q9531,b,20000
1556590835591,105,q5245,a,18000
1556590863738,106,q3912,c,21000
1556590879199,107,q6498,d,8000
1556590893642,108,q8534,d,8000
1556590907649,109,q5262,b,8000
1556590960349,110,q3965,c,45000
1556590977623,111,q5337,b,7000
1556590997380,112,q8957,b,12000
