timestamp,solving_id,question_id,user_answer,elapsed_time
1574699621000,1,q6355,b,26000
1574699647000,2,q6174,c,20000
1574699669000,3,q4875,c,17000
1574699712000,4,q4288,d,37000
1574699745000,5,q11061,b,29000
1574699784000,6,q8506,c,35000
1574699835000,7,q4574,b,46000
1574699895000,8,q9853,c,56000
1574699910000,9,q4293,c,11000
1574699936000,10,q9461,b,22000
1574699985000,11,q17094,d,45000
1574700019000,12,q9910,a,30000
1574912970762,13,q6355,b,26000
1574912996538,14,q6174,c,20000
1574913018883,15,q4875,c,17000
1574913062081,16,q4288,d,37000
1574913094634,17,q11061,b,29000
1574913134309,18,q8506,c,35000
1574913184811,19,q4574,b,46000
1574913244506,20,q9853,c,56000
1574913259639,21,q4293,c,11000
1574913286228,22,q9461,b,22000
1574913334895,23,q17094,d,45000
1574913368999,24,q9910,a,30000
