timestamp,solving_id,question_id,user_answer,elapsed_time
1530347992155,1,q8098,b,22000
1530348235237,2,q8074,c,23000
1530348268070,3,q176,d,26000
1530348289598,4,q1279,c,18000
1530348425322,5,q2068,c,36000
1530348425454,5,q2069,d,36000
1530348425591,5,q2067,c,36000
1530348503699,6,q3412,a,24667
1530348503732,6,q3411,c,24667
1530348503734,6,q3413,c,24667
1530348594780,7,q2993,c,29000
1530348594780,7,q2992,c,29000
1530348594791,7,q2991,b,29000
1530348681407,8,q2630,b,27333
1530348681437,8,q2628,c,27333
1530348681470,8,q2629,d,27333
1530348722552,9,q4555,b,36000
1530348765245,10,q4178,d,41000
1530348776977,11,q4761,b,9000
1530348815146,12,q6185,d,27000
1530348855727,13,q6243,b,38000
1530348889690,14,q6442,c,31000
1530349077020,15,q6982,c,45250
1530349077042,15,q6981,d,45250
1530349077063,15,q6983,b,45250
1530349077156,15,q6984,b,45250
1530349355836,16,q7336,b,68500
1530349355861,16,q7337,c,68500
1530349355889,16,q7335,b,68500
1530349355891,16,q7338,c,68500
1532144020741,17,q5231,a,68000
1532144150298,18,q5049,a,38000
1532144256473,19,q6467,b,62000
1532144367828,20,q9426,c,41000
1532144465402,21,q5682,c,72000
1532144595111,22,q5598,b,33000
1532144776302,23,q4530,d,29000
1532144896510,24,q9553,c,63000
1532144956975,25,q5953,a,39000
1532145139231,26,q4765,a,56000
1532585177696,27,q4474,b,83000
1532585241167,28,q8513,a,49000
1532585356260,29,q4593,b,66000
1532585425666,30,q4273,c,27000
1532585461590,31,q3665,b,26000
1532585538745,32,q9907,a,28000
1532585812054,33,q4470,b,82000
1532585923658,34,q5406,d,28000
1532586045518,35,q4027,b,61000
1532586174242,36,q9030,c,53000
1532593003248,37,q895,a,23000
1532593035228,38,q399,a,23000
1532593075325,39,q901,b,17000
1532593108444,40,q11259,b,19000
1532594013570,41,q494,a,19000
1532594091391,42,q346,a,19000
1532594136685,43,q1301,c,21000
1532594166362,44,q295,c,18000
1532594222999,45,q992,c,18000
1532594260043,46,q1173,b,19000
1533170601057,47,q68,b,24000
1533170634552,48,q140,d,25000
1533170688181,49,q69,d,20000
1533170730319,50,q11081,d,22000
1533170767636,51,q143,b,21000
1533170817101,52,q8110,a,21000
1533170842744,53,q8061,b,20000
1533170875886,54,q11136,d,22000
1533170908333,55,q8128,b,17000
1533170944772,56,q192,d,23000
1533171033827,57,q8058,b,23000
1533171079424,58,q11183,c,23000
1533171109533,59,q44,d,18000
1533171149014,60,q8113,a,21000
1533171178405,61,q110,c,21000
1533171216072,62,q11063,d,22000
1533171249593,63,q131,c,24000
1533171286587,64,q62,c,24000
1533171343090,65,q114,b,23000
1533171373922,66,q11178,c,22000
1533171404583,67,q8125,c,25000
1533171506145,68,q5524,a,16000
1533171569362,69,q3774,d,34000
1533171632848,70,q4733,c,43000
1533171679338,71,q9451,a,32000
1533171909779,72,q3788,d,42000
1533172010099,73,q4340,a,47000
1533172124268,74,q6533,d,31000
1533172199498,75,q9488,c,43000
1533172325191,76,q5328,b,56000
1533172371895,77,q5379,c,6000
1533172433261,78,q8658,a,50000
1533172482705,79,q8950,a,32000
1533172742954,80,q6872,b,50000
1533172742962,80,q6869,b,50000
1533172743031,80,q6870,c,50000
1533172743105,80,q6871,d,50000
1533173016519,81,q6642,b,62500
1533173016529,81,q6641,c,62500
1533173016571,81,q6644,a,62500
1533173016680,81,q6643,c,62500
1533173555298,82,q4519,c,32000
1533173637904,83,q5786,a,32000
1533173737361,84,q4539,a,55000
1533173859311,85,q10325,a,71000
1533173967635,86,q5390,c,9000
1533174062771,87,q5064,b,44000
1533174210108,88,q4318,b,64000
1533176760572,89,q4610,b,30000
1533176847890,90,q4775,d,52000
1533176930239,91,q4543,a,36000
1533176993204,92,q5362,c,26000
1533177072059,93,q8649,a,34000
1533179124342,94,q6127,d,62000
1533180345824,94,q6127,a,25000
1533180456698,95,q5769,a,57000
1533180505704,96,q5330,d,12000
1533180582445,97,q8591,c,41000
1533180652027,98,q3928,b,31000
1533180754043,99,q5667,b,47000
1533180841368,100,q4536,a,38000
1533180965570,101,q8979,b,44000
1533181055044,102,q4747,a,33000
1533181182231,103,q4153,b,41000
1533181236027,104,q4438,a,23000
1533181370914,105,q8625,b,63000
1533181427641,106,q8669,a,30000
1533181532029,107,q4820,d,32000
1533181563115,108,q5650,d,5000
1533181672559,109,q8658,b,45000
1533183910057,110,q6900,a,64000
1533183910091,110,q6897,a,64000
1533183910100,110,q6899,c,64000
1533183910138,110,q6898,b,64000
1533185070435,111,q10843,c,39250
1533185070444,111,q10842,b,39250
1533185070447,111,q10841,b,39250
1533185070501,111,q10840,c,39250
1533185467582,112,q6659,c,37000
1533185467598,112,q6657,d,37000
1533185467619,112,q6658,a,37000
1533185467707,112,q6660,a,37000
1533185705114,113,q10644,c,45250
1533185705128,113,q10643,c,45250
1533185705128,113,q10642,b,45250
1533185705180,113,q10645,c,45250
1533185837897,114,q6804,c,29500
1533185837927,114,q6803,a,29500
1533185837944,114,q6802,a,29500
1533185838065,114,q6801,d,29500
1533187266562,115,q6642,b,55250
1533187266566,115,q6643,c,55250
1533187266594,115,q6641,b,55250
1533187266602,115,q6644,a,55250
1533189104415,115,q6641,a,4000
1533189104448,115,q6643,b,4000
1533189104452,115,q6644,b,4000
1533189104456,115,q6642,c,4000
1533189153965,116,q8776,a,22000
1533189242086,117,q6071,b,54000
1533189354002,118,q6385,d,20000
1533189428035,119,q5616,d,21000
1533189532521,120,q8941,b,33000
1533189630176,121,q3666,a,37000
1533189831567,122,q4856,a,47000
1533189932627,123,q5280,c,34000
1533189982812,124,q10184,c,22000
1533190078590,125,q3692,d,33000
1533283231337,126,q4476,c,7000
1533283266660,127,q5664,c,27000
1533283313543,128,q8381,c,34000
1533283487795,129,q5987,a,14000
1533283592301,130,q4311,d,15000
1533283662691,131,q4790,b,42000
1533284357831,132,q9964,c,35000
1533284425392,133,q4540,c,4000
1533284519590,134,q5323,b,64000
1533284627059,135,q4849,b,27000
1533284836433,136,q10083,b,62000
1533285127328,137,q4096,a,120000
1533285417345,138,q3998,b,55000
1533285559256,139,q5220,c,72000
1533285701824,140,q8745,a,65000
1533285836861,141,q5724,a,67000
1533286063632,142,q4519,c,14000
1533286093662,143,q5724,b,8000
1533286317680,144,q3692,d,38000
1533286413819,145,q4849,a,34000
1533286625824,146,q3828,b,17000
1533286732500,147,q4321,a,93000
1533286905859,148,q3642,a,53000
1533286961821,149,q4200,c,27000
1533287245891,150,q5757,b,13000
1533287452121,151,q5321,b,24000
1533287519522,152,q9388,d,30000
1533287656076,153,q6732,b,5000
1533287718366,154,q5741,d,15000
1533287799770,155,q4833,d,24000
1533287875386,156,q9912,a,64000
1533288209718,157,q4061,c,63000
1533288282000,158,q4402,a,21000
1533288412242,159,q4601,c,57000
1533288598921,160,q9508,b,33000
1533288701647,161,q5092,d,28000
1533288854729,162,q6467,d,28000
1533288893879,163,q5616,b,22000
1533289977523,164,q10888,d,44750
1533289977530,164,q10889,b,44750
1533289977565,164,q10890,d,44750
1533289977601,164,q10891,c,44750
1533296700526,165,q4346,d,47000
1533296787174,166,q6222,b,60000
1533297247225,167,q4096,d,34000
1533297362377,168,q6222,a,25000
1533297542926,169,q9169,b,81000
1533297617042,170,q4418,a,15000
1533297765455,171,q6390,c,43000
1533297889934,172,q3759,d,39000
1533297984158,173,q4542,c,42000
1533298048971,174,q5309,b,15000
1533298140214,175,q5233,a,45000
1533298415985,176,q8700,d,75000
1533298532071,177,q10125,b,43000
1533298712304,178,q4190,a,33000
1533298752580,179,q9621,b,15000
1533298808840,180,q6733,d,48000
1533298897372,181,q10135,a,37000
1533298940230,182,q5204,d,11000
1533298994665,183,q5313,c,35000
1533299111722,184,q4877,b,31000
1533299162875,185,q8953,b,23000
1533299213124,186,q4783,c,10000
1533299319057,187,q5630,a,44000
1533299423285,188,q5287,d,70000
1533303386743,189,q8752,c,8000
1533303425523,190,q6177,a,32000
1533303536130,191,q6255,a,45000
1533303690071,192,q5765,d,47000
1533303958578,193,q4318,d,87000
1533304077396,194,q5765,a,46000
1533304176119,195,q9450,d,35000
1533304243966,196,q6000,a,21000
1533304391771,197,q4505,d,59000
1533304444787,198,q4698,d,27000
1533304541141,199,q9006,a,62000
1533304668994,200,q4172,a,14000
1533375480970,201,q5459,c,10000
1533375558483,202,q3923,a,41000
1533375585803,203,q9781,d,7000
1533375658289,204,q5079,b,17000
1533375687026,205,q4865,a,9000
1533375711702,206,q4769,a,8000
1533378527259,207,q10288,a,78000
1533381741084,208,q5433,d,51000
1533381779191,209,q6115,c,15000
1533381823321,210,q3688,d,25000
