timestamp,solving_id,question_id,user_answer,elapsed_time
1547785641691,1,q4042,c,41000
1547785669050,2,q6142,c,23000
1547785688907,3,q5577,b,17000
1547785704890,4,q5815,b,14000
1547785717616,5,q9580,b,10000
1547785730370,6,q6469,a,10000
1547785746313,7,q4124,a,13000
1547785756768,8,q5206,a,8000
1547785771224,9,q4676,a,12000
1547785781669,10,q5957,c,8000
1547785798172,11,q5191,b,14000
1547785978573,12,q810,b,27000
1547786054006,13,q261,b,18000
1547786126777,14,q281,c,17000
1547786191524,15,q11263,b,18000
1547786218644,16,q414,a,18000
1547786253365,17,q895,b,18000
1547786302380,18,q657,c,18000
1547786351681,18,q657,a,12000
1547786374368,19,q895,c,17000
1547786400055,20,q810,a,21000
1547786423671,21,q11259,b,18000
1547786449765,22,q1111,a,17000
1547786476446,23,q1170,a,17000
