timestamp,solving_id,question_id,user_answer,elapsed_time
1501162312798,1,q129,b,9000
1501162333883,2,q8058,b,19000
1501162342307,3,q8120,a,6000
1501162360915,4,q157,d,16000
1501162371495,5,q52,b,8000
1501162385940,6,q51,c,12000
1501162404786,7,q8094,d,16000
1501162424030,8,q8061,b,16000
1501162444239,9,q153,a,17000
1501162462058,10,q105,d,16000
1501162488128,11,q109,a,24000
1501162506399,12,q8098,b,16000
1501162526390,13,q8099,a,18000
1501162565181,14,q8169,a,22000
1501162588613,15,q26,a,19000
1501162606618,16,q184,a,16000
1501162628384,17,q8124,c,19000
1501162651781,18,q8125,c,21000
1501162675711,19,q5,c,22000
1501162688663,20,q8182,b,11000
1501162707453,21,q46,a,16000
1501162730738,22,q186,b,21000
1501162748113,23,q56,c,15000
1501162783779,24,q8074,c,33000
1501162803318,25,q7,c,17000
1501162824873,26,q173,a,19000
1501162851889,27,q8096,c,25000
1501162878414,28,q176,c,25000
1501162896273,29,q101,d,16000
1501162921439,30,q8057,a,23000
