timestamp,solving_id,question_id,user_answer,elapsed_time
1533690586307,1,q8098,d,24000
1533690612380,2,q8074,d,23000
1533690637809,3,q176,d,22000
1533690657026,4,q1279,b,17000
1533690757515,5,q2067,b,32333
1533690757944,5,q2068,a,32333
1533690758374,5,q2069,d,32333
1533690837607,6,q3411,d,25333
1533690838436,6,q3412,a,25333
1533690839538,6,q3413,d,25333
1533690930973,7,q2991,d,29333
1533690931650,7,q2992,b,29333
1533690932361,7,q2993,c,29333
1533691034277,8,q2628,c,32666
1533691034916,8,q2629,c,32666
1533691035433,8,q2630,b,32666
1533691072456,9,q4555,a,35000
1533691090949,10,q4178,c,16000
1533691116800,11,q4761,a,23000
1533691153611,12,q6185,c,35000
1533691191467,13,q6243,d,36000
1533691233185,14,q6442,c,40000
1533691386955,15,q6981,d,37750
1533691387527,15,q6982,b,37750
1533691388292,15,q6983,c,37750
1533691389160,15,q6984,a,37750
1533691557489,16,q7335,d,41500
1533691558078,16,q7336,d,41500
1533691558645,16,q7337,d,41500
1533691559252,16,q7338,c,41500
1533691712128,17,q197,a,16000
1533691742436,18,q805,b,15000
1533691786921,19,q1356,c,16000
1533691818364,20,q295,c,15000
1533691862506,21,q1015,c,19000
1533691933112,22,q1068,a,16000
1533691959318,23,q296,c,16000
1533691988503,24,q11261,b,18000
1533692058379,25,q482,b,17000
1533692094041,26,q1032,c,17000
1533692246952,27,q4631,b,27000
1533692309332,28,q4596,c,26000
1533692393455,29,q4733,a,31000
1533692490396,30,q4268,d,66000
1533692603591,31,q3909,a,35000
1533692724495,32,q5390,b,53000
1533692851787,33,q4887,d,33000
1533692908153,34,q9712,a,42000
1533692974270,35,q5413,b,34000
1533693068583,36,q6053,b,29000
1533870084824,37,q238,a,17000
1533870110312,38,q11259,b,14000
1533870140040,39,q887,b,23000
1533870165753,40,q1170,b,18000
1533870191106,41,q639,b,18000
1533870212784,42,q11249,b,17000
1533870240233,43,q677,b,17000
1533870261941,44,q1059,a,16000
1533870286071,45,q1026,c,16000
1533870303539,46,q11262,a,10000
1533870361703,47,q4775,b,26000
1533870408711,48,q8607,b,38000
1533870450363,49,q4199,b,26000
1533870504311,50,q4488,a,39000
1533870545578,51,q6733,d,31000
1533870600940,52,q8630,a,46000
1533870682475,53,q3802,b,54000
1533870722905,54,q6255,c,9000
1533870754476,55,q6196,a,24000
1533870784634,56,q8731,c,21000
1534033821119,57,q3766,d,35000
1534033860258,58,q3779,d,24000
1534033916405,59,q6294,c,47000
1534033940803,60,q9017,c,16000
1534033998946,61,q5648,d,39000
1546831257064,62,q879,a,17000
1546831286545,63,q264,c,16000
1546831310634,64,q663,b,17000
1546831336498,65,q11263,b,17000
1546831371404,66,q543,b,16000
1546831468455,67,q4917,d,38000
1546831531748,68,q3802,a,34000
1546831552497,69,q4917,b,3000
1546831577412,70,q4539,d,21000
1546831609128,71,q9500,d,17000
1546831641186,72,q3737,a,20000
1546831662357,73,q9612,b,12000
1546831734747,74,q6294,b,36000
1546831806129,75,q722,a,15000
1546831829467,76,q303,b,16000
1546831857672,77,q1319,c,14000
1546831877659,78,q830,b,14000
1546831907731,79,q954,b,17000
1546831933181,80,q283,b,7000
1547251944970,81,q1052,a,18000
1547251996652,81,q1052,c,8000
1547252017960,82,q264,a,16000
1547252043179,83,q905,c,19000
1547252472911,84,q1250,a,16000
1547252527273,85,q832,c,20000
1547252577600,86,q856,c,15000
1547252609719,87,q1170,a,17000
1547253060096,88,q3928,b,12000
1547253119950,89,q9478,a,43000
1547253157459,90,q6527,b,31000
1547253187747,91,q5673,a,22000
1547253223224,92,q4476,c,24000
1547253266231,93,q10197,c,35000
1547253313434,94,q5327,b,36000
1547253351709,95,q5763,b,31000
1547253419784,96,q5930,d,54000
1547253444593,97,q9179,a,18000
1547253512155,98,q6516,b,37000
1547253537739,99,q6419,c,19000
1547253560078,100,q5741,b,16000
1547253652916,101,q9745,b,84000
1547253689821,102,q8700,c,28000
1547253970868,103,q6323,c,209000
