timestamp,solving_id,question_id,user_answer,elapsed_time
1564885150785,1,q6342,c,22000
1564885184426,2,q5356,b,29000
1564885211067,3,q4617,a,24000
1564885226843,4,q4025,d,14000
1564885243472,5,q6269,d,14000
1564885268440,6,q5805,a,22000
1564885298633,7,q6446,b,27000
1564885316822,8,q4751,b,16000
1564885340748,9,q5416,c,21000
1564885367125,10,q25,b,22000
1564885390521,11,q10026,d,21000
1564885535821,12,q952,c,15000
1564885565207,13,q336,b,19000
1564885599413,14,q545,c,20000
1564885632934,15,q11249,b,21000
1564885656192,16,q927,b,14000
