timestamp,solving_id,question_id,user_answer,elapsed_time
1573526446000,1,q4138,c,19000
1573526469000,2,q4480,a,17000
1573526513000,3,q6746,c,41000
1573526542000,4,q9744,d,25000
1573526565000,5,q6191,a,18000
1573526599000,6,q8843,a,30000
1573526641000,7,q17247,c,38000
1573526667000,8,q8532,a,22000
1573526712000,9,q9913,a,40000
1573526754000,10,q8549,c,39000
1573526773000,11,q5878,a,15000
1573739796105,12,q4138,c,19000
1573739818589,13,q4480,a,17000
1573739863288,14,q6746,c,41000
1573739892351,15,q9744,d,25000
1573739914824,16,q6191,a,18000
1573739948956,17,q8843,a,30000
1573739990710,18,q17247,c,38000
1573740016754,19,q8532,a,22000
1573740061484,20,q9913,a,40000
