timestamp,solving_id,question_id,user_answer,elapsed_time
1516588174228,1,q8098,b,20000
1516588209127,2,q8074,a,32000
1516588246770,3,q176,d,35000
1516588267946,4,q1279,a,18000
1516588342273,5,q2068,d,23666
1516588342298,5,q2069,c,23666
1516588342299,5,q2067,c,23666
1516588403253,6,q3411,d,19333
1516588403312,6,q3412,c,19333
1516588403355,6,q3413,b,19333
1516588448912,7,q2992,c,14333
1516588448980,7,q2993,a,14333
1516588448999,7,q2991,a,14333
1516588516377,8,q2628,c,21666
1516588516399,8,q2630,b,21666
1516588516430,8,q2629,c,21666
1516588562681,9,q4555,b,44000
1516588604597,10,q4178,c,39000
1516588625246,11,q4761,a,18000
1516588636849,12,q6185,b,9000
1516588658860,13,q6243,b,20000
1516588677564,14,q6442,c,16000
1516588874819,15,q6949,b,48750
1516588874841,15,q6950,a,48750
1516588874841,15,q6951,d,48750
1516588874940,15,q6952,d,48750
1516589054089,16,q7338,b,44000
1516589054102,16,q7337,b,44000
1516589054157,16,q7336,b,44000
1516589054175,16,q7335,c,44000
1516589110101,17,q3788,d,16000
1516594174281,18,q5851,a,35000
1516594246097,19,q5787,c,27000
1516594282757,20,q8838,b,22000
1516594354283,21,q4037,b,46000
1516594442298,22,q6175,d,31000
1516594484941,23,q4509,b,10000
1516594521158,24,q10239,b,23000
1516594600411,25,q3774,a,30000
1516594647982,26,q3928,b,27000
1516692482210,27,q4179,d,16000
1516692544249,28,q9668,a,34000
