timestamp,solving_id,question_id,user_answer,elapsed_time
1503111817992,1,q5759,b,30000
1503111827093,2,q5783,c,7000
1503111843808,3,q5410,d,14000
1503111874922,4,q6432,d,29000
1503111895791,5,q6482,b,19000
1503111913723,6,q6477,a,16000
1503111925537,7,q5458,c,10000
1503111954256,8,q5731,b,27000
1503111968102,9,q4854,a,12000
1503112004099,10,q5279,a,34000
1503112018193,11,q5136,a,12000
1503112044374,12,q4761,a,24000
1503112054932,13,q5789,a,9000
1503112086275,14,q3805,c,30000
1503112105492,15,q5453,b,18000
1503112130820,16,q4555,b,24000
1503112137542,17,q5294,d,5000
1503112151540,18,q5754,b,12000
1503112166713,19,q6444,d,14000
1503112177892,20,q6185,c,10000
1503112202850,21,q5307,d,23000
1503112216114,22,q4178,c,12000
1503112244137,23,q6243,b,26000
1503112284261,24,q6552,d,39000
1503112309329,25,q6442,a,23000
1503112319565,26,q5470,a,8000
1503112342639,27,q5198,c,21000
1503112376482,28,q4175,b,32000
1503112423694,29,q4486,d,45000
1503112446881,30,q5659,c,22000
1503112547292,31,q4428,c,10000
1503112594269,32,q3837,c,14000
1503112671498,33,q9598,b,23000
1503112703344,34,q5449,a,19000
1503112743694,35,q4042,b,32000
1503112794451,36,q5771,b,34000
1503112820961,37,q4396,a,10000
1503112874014,38,q4553,d,12000
1503112908008,39,q5652,a,21000
1503112933553,40,q4539,a,4000
1503112977043,41,q6255,c,38000
1503113003631,42,q5664,c,20000
1503113027782,43,q5786,b,19000
1503113051854,44,q6061,b,16000
1503113078947,45,q4561,d,22000
1503113089042,46,q4166,b,2000
1503113111975,47,q5046,d,18000
1503113148031,48,q3998,b,26000
1503113183854,49,q5313,a,31000
1503113206422,50,q5043,c,16000
1503113317245,51,q5433,c,39000
1503113361301,52,q6460,a,12000
1503113421526,53,q5900,c,36000
1503113480559,54,q6517,c,24000
1503113549101,55,q6524,b,12000
1503114426158,56,q129,b,8000
1503114440188,57,q8058,b,12000
1503114458465,58,q8120,a,17000
1503114478817,59,q157,d,18000
1503114496438,60,q52,b,15000
1503114514408,61,q51,c,16000
1503114533745,62,q8094,d,18000
1503114551096,63,q8061,b,16000
1503114570121,64,q153,a,17000
1503114593385,65,q105,d,21000
1503114615546,66,q109,c,21000
1503114638859,67,q8098,b,21000
1503114659775,68,q8099,a,19000
1503114683956,69,q8169,a,22000
1503114702237,70,q26,a,17000
1503114721645,71,q184,a,18000
1503114740433,72,q8124,a,17000
1503114761446,73,q8125,c,19000
1503114781761,74,q5,c,18000
1503114800717,75,q8182,c,16000
1503114819774,76,q46,a,17000
1503114858615,77,q186,a,27000
1503114875901,78,q56,c,15000
1503114895851,79,q8074,d,18000
1503114917797,80,q7,c,20000
1503114936677,81,q173,c,17000
1503114958896,82,q8096,d,21000
1503114974168,83,q176,b,14000
1503114992163,84,q101,c,16000
1503115013966,85,q8057,a,20000
