timestamp,solving_id,question_id,user_answer,elapsed_time
1535090738974,1,q8098,d,25000
1535090764116,2,q8074,d,22000
1535090789017,3,q176,b,22000
1535090810976,4,q1279,a,19000
1535093214864,5,q2067,c,106000
1535093215238,5,q2068,a,106000
1535093215588,5,q2069,c,106000
1535093293752,6,q3411,d,25000
1535093294104,6,q3412,a,25000
1535093294451,6,q3413,a,25000
1535093450824,7,q2991,d,51000
1535093451463,7,q2992,b,51000
1535093452096,7,q2993,c,51000
1535093610256,8,q2628,b,51666
1535093610933,8,q2629,b,51666
1535093611591,8,q2630,d,51666
1535093622189,9,q4555,d,8000
1535093626692,10,q4178,d,2000
1535093630965,11,q4761,d,2000
1535093637090,12,q6185,c,4000
1535093644125,13,q6243,a,5000
1535093649707,14,q6442,d,3000
1535093667055,15,q6981,d,3500
1535093667810,15,q6982,d,3500
1535093668613,15,q6983,b,3500
1535093669445,15,q6984,c,3500
1535093689119,16,q7335,d,4250
1535093689737,16,q7336,d,4250
1535093690423,16,q7337,d,4250
1535093691144,16,q7338,d,4250
