timestamp,solving_id,question_id,user_answer,elapsed_time
1515636435574,1,q8098,b,20000
1515636459844,2,q8074,c,21000
1515636488618,3,q176,b,27000
1515636507861,4,q1279,c,17000
1515636587951,5,q2067,a,25333
1515636588723,5,q2068,d,25333
1515636589571,5,q2069,d,25333
1515636658297,6,q3411,d,21333
1515636659062,6,q3412,b,21333
1515636659820,6,q3413,b,21333
1515636696877,7,q2991,c,11000
1515636697354,7,q2992,b,11000
1515636697734,7,q2993,a,11000
1515636750298,8,q2628,b,16333
1515636750703,8,q2629,b,16333
1515636751091,8,q2630,c,16333
1515636769086,9,q4555,a,16000
1515636779133,10,q4178,c,8000
1515636795012,11,q4761,b,14000
1515636814074,12,q6185,b,17000
1515636831214,13,q6243,a,15000
1515636862267,14,q6442,c,29000
1515636975789,15,q6949,b,27750
1515636976550,15,q6950,d,27750
1515636977339,15,q6951,b,27750
1515636978257,15,q6952,b,27750
1515637144485,16,q7335,d,40500
1515637144862,16,q7336,d,40500
1515637145118,16,q7337,c,40500
1515637145455,16,q7338,c,40500
