timestamp,solving_id,question_id,user_answer,elapsed_time
1532622721290,1,q8098,d,22000
1532622749612,2,q8074,c,26000
1532622775875,3,q176,a,24000
1532622797104,4,q1279,c,18000
1532622923930,5,q2067,d,41000
1532622924242,5,q2068,b,41000
1532622924504,5,q2069,c,41000
1532623024274,6,q3411,a,32000
1532623024641,6,q3412,b,32000
1532623024965,6,q3413,c,32000
1532623057735,7,q2991,c,10000
1532623058287,7,q2992,d,10000
1532623058831,7,q2993,b,10000
1532623066894,8,q2628,a,1666
1532623067575,8,q2629,a,1666
1532623068252,8,q2630,a,1666
1532623074920,9,q4555,a,4000
1532623078033,10,q4178,b,1000
1532623080873,11,q4761,d,1000
1532623083589,12,q6185,c,1000
1532623086532,13,q6243,c,1000
1532623089439,14,q6442,c,1000
1532623099142,15,q6981,c,1750
1532623099625,15,q6982,a,1750
1532623100007,15,q6983,a,1750
1532623100444,15,q6984,c,1750
1532623108591,16,q7335,a,1500
1532623109076,16,q7336,a,1500
1532623109456,16,q7337,a,1500
1532623109842,16,q7338,b,1500
