timestamp,solving_id,question_id,user_answer,elapsed_time
1531837292281,1,q8098,b,20000
1531837315748,2,q8074,c,21000
1531837341772,3,q176,d,24000
1531837361079,4,q1279,c,17000
1531837445060,5,q2069,d,26666
1531837445095,5,q2068,d,26666
1531837445194,5,q2067,a,26666
1531837535365,6,q3412,c,29000
1531837535385,6,q3413,a,29000
1531837535395,6,q3411,d,29000
1531837627599,7,q2993,b,29333
1531837627642,7,q2991,c,29333
1531837627676,7,q2992,a,29333
1531837703843,8,q2629,d,24333
1531837703846,8,q2630,c,24333
1531837703863,8,q2628,c,24333
1531837719028,9,q4555,a,12000
1531837730218,10,q4178,c,9000
1531837741662,11,q4761,d,8000
1531837750474,12,q6185,b,5000
1531837764722,13,q6243,b,11000
1531837784727,14,q6442,b,16000
1531837905571,15,q6983,b,29500
1531837905578,15,q6982,b,29500
1531837905592,15,q6984,d,29500
1531837905658,15,q6981,a,29500
1531838075826,16,q7336,d,41750
1531838075830,16,q7338,d,41750
1531838075842,16,q7337,c,41750
1531838075914,16,q7335,c,41750
1531903153409,17,q4790,c,27000
1531903192231,18,q6733,d,16000
1531903269756,19,q6188,b,19000
