timestamp,solving_id,question_id,user_answer,elapsed_time
1546787126155,1,q6208,b,19000
1546787153413,2,q3784,d,24000
1546787179143,3,q8154,b,22000
1546787197861,4,q5614,a,16000
1546787230022,5,q6301,d,29000
1546787259398,6,q3788,c,26000
1546787288419,7,q8423,a,26000
1546787323467,8,q4592,a,31000
1546787349104,9,q5424,c,23000
1546787384335,10,q6731,a,32000
1546787401201,11,q5756,a,13000
1546788744903,12,q483,c,23000
1546788806561,13,q1250,a,17000
1546788857245,14,q835,c,18000
1546788889564,15,q295,c,16000
1546788945651,16,q1316,a,22000
1546788995307,17,q1266,b,16000
1546789061921,18,q385,b,16000
1546789098131,19,q11263,b,19000
1546789127231,20,q1368,c,18000
1546789307264,20,q1368,c,16000
1546789336758,21,q1316,b,17000
1546789369731,22,q749,b,19000
