timestamp,solving_id,question_id,user_answer,elapsed_time
1499693259424,1,q129,b,25000
1499693282814,2,q8058,b,21000
1499693305438,3,q8120,a,21000
1499693327737,4,q157,d,20000
1499693349731,5,q52,b,19000
1499693377398,6,q51,c,25000
1499693399090,7,q8094,d,20000
1499693421815,8,q8061,b,19000
1499693444895,9,q153,a,21000
1499693466802,10,q105,d,20000
1499693492532,11,q109,c,22000
1499693515399,12,q8098,d,21000
1499693542327,13,q8099,a,23000
1499693569490,14,q8169,c,25000
1499693594112,15,q26,c,22000
1499693617623,16,q184,b,22000
1499693640792,17,q8124,b,21000
1499693667484,18,q8125,c,25000
1499693692429,19,q5,a,23000
1499693716207,20,q8182,b,22000
1499693738842,21,q46,d,21000
1499693769495,22,q186,c,26000
1499693790993,23,q56,a,20000
1499693814652,24,q8074,d,21000
1499693839172,25,q7,c,23000
1499693861867,26,q173,c,21000
1499693888825,27,q8096,d,25000
1499693915000,28,q176,b,25000
1499693936136,29,q101,d,19000
1499693958841,30,q8057,c,21000
1499780375244,31,q1233,a,16000
1499780395933,32,q358,c,19000
1499780413554,33,q482,b,15000
1499780429718,34,q1252,b,14000
1499780447987,35,q1279,c,16000
1499780466101,36,q935,c,16000
1499780483214,37,q841,c,15000
1499780499262,38,q933,a,14000
1499780518167,39,q1238,c,17000
1499780538302,40,q325,c,18000
1499780555247,41,q598,b,15000
1499780573261,42,q823,b,16000
1499780593036,43,q541,b,18000
1499780609419,44,q731,c,15000
1499780629861,45,q711,c,18000
1499780645889,46,q1286,a,14000
1499780663489,47,q500,a,15000
1499780682528,48,q830,c,17000
1499780702835,49,q356,b,19000
1499780719337,50,q784,b,15000
1499780740190,51,q545,a,19000
1499780757593,52,q764,b,14000
1499780777455,53,q1104,a,17000
1499780798770,54,q1261,c,19000
1499780815147,55,q773,a,14000
1499780835516,56,q921,b,17000
1499780854905,57,q522,a,18000
1499780872501,58,q1088,c,16000
1499780894016,59,q1037,a,20000
1499780913747,60,q1368,b,17000
1519027006412,61,q2067,b,18333
1519027006835,61,q2068,a,18333
1519027007159,61,q2069,d,18333
1519027056540,62,q3411,d,15000
1519027056837,62,q3412,a,15000
1519027057135,62,q3413,b,15000
1519027098990,63,q2991,d,13000
1519027099383,63,q2992,c,13000
1519027099734,63,q2993,b,13000
1519027152402,64,q2628,a,16666
1519027152675,64,q2629,a,16666
1519027152949,64,q2630,d,16666
1519027172498,65,q4555,d,18000
1519027200979,66,q4178,d,27000
1519027213730,67,q4761,b,11000
1519027221612,68,q6185,d,6000
1519027229445,69,q6243,b,7000
1519027238799,70,q6442,a,8000
1519027301482,71,q6949,b,15250
1519027301869,71,q6950,a,15250
1519027302246,71,q6951,a,15250
1519027302598,71,q6952,b,15250
1519027312029,72,q7335,a,1750
1519027312436,72,q7336,a,1750
1519027312741,72,q7337,a,1750
1519027313081,72,q7338,a,1750
1519027600728,73,q382,a,18000
1519027695756,74,q416,a,17000
1519027777421,75,q1366,b,16000
1519027848153,76,q11259,c,19000
1519028023228,77,q390,c,19000
