timestamp,solving_id,question_id,user_answer,elapsed_time
1561893480436,1,q8443,c,45000
1561893506794,2,q676,c,19000
1561893530760,3,q218,b,20000
1561893655083,4,q5247,b,29000
1561893674138,5,q5320,a,15000
1561893707003,6,q6276,b,29000
1561893728340,7,q5917,d,17000
1561893750648,8,q5265,b,19000
1561893772085,9,q6446,d,17000
1561893795300,10,q5063,a,19000
1561893835820,11,q4045,b,37000
1561900000068,11,q4045,d,11000
1561900059177,12,q5063,c,7000
1561900172465,13,q6446,d,21000
1561900196837,14,q5265,b,14000
1561900232059,15,q5917,d,27000
1561900282647,16,q6276,b,44000
1561900312998,17,q5320,b,18000
1561900335086,18,q5247,b,14000
1561900357515,19,q218,b,14000
1561900404929,20,q676,c,20000
1561900433797,21,q8443,c,22000
1561900766154,22,q6189,d,25000
1561900814435,23,q5405,a,17000
1561900851304,23,q5405,d,3000
1561900865418,24,q6189,a,4000
1561900909040,25,q4582,c,29000
1561900945461,26,q9126,b,19000
1561900986683,27,q4446,c,30000
1561901057719,28,q3806,a,13000
1561901091522,29,q4486,c,25000
1561901129499,30,q9935,c,18000
1561901157880,31,q6328,a,18000
1561901229823,32,q4022,b,31000
1561902027548,33,q8090,d,23000
1561902062316,34,q3,c,26000
1561902128873,35,q40,c,25000
1561902218485,36,q11060,c,21000
1561902254918,37,q121,c,24000
1561902384307,38,q8057,b,27000
1561902509823,39,q8098,b,23000
1561902565003,40,q11075,a,22000
1561902604463,41,q135,a,24000
1561902658979,42,q60,a,23000
1561902722077,43,q140,d,23000
1561902839737,44,q40,b,24000
1561903129330,45,q1292,c,17000
1561903169294,46,q696,c,24000
1561903215386,47,q573,a,17000
1561903283065,48,q11261,b,21000
1561903392495,49,q1159,c,18000
1561903500151,50,q1316,a,20000
1561903782361,51,q997,b,21000
1561904139422,52,q2515,c,34333
1561904139427,52,q2516,b,34333
1561904139472,52,q2514,a,34333
