timestamp,solving_id,question_id,user_answer,elapsed_time
1514006961845,1,q8098,b,30000
1514006987922,2,q8074,d,22000
1514007013518,3,q176,a,23000
1514007035424,4,q1279,b,19000
1514007091420,5,q2067,c,17666
1514007092440,5,q2068,b,17666
1514007093364,5,q2069,c,17666
1514007174490,6,q3411,c,26000
1514007175413,6,q3412,c,26000
1514007176643,6,q3413,c,26000
1514007232473,7,q2991,b,17666
1514007232847,7,q2992,a,17666
1514007233221,7,q2993,c,17666
1514007297206,8,q2628,c,20666
1514007298058,8,q2629,c,20666
1514007298755,8,q2630,c,20666
1514007354470,9,q4555,a,54000
1514007380576,10,q4178,c,24000
1514007402325,11,q4761,a,20000
1514007425209,12,q6185,b,20000
1514007453437,13,q6243,a,26000
1514007504364,14,q6442,b,48000
1514007652283,15,q6949,c,36250
1514007653678,15,q6950,a,36250
1514007654620,15,q6951,d,36250
1514007655411,15,q6952,d,36250
1514007853427,16,q7335,b,49000
1514007853780,16,q7336,d,49000
1514007854042,16,q7337,d,49000
1514007854330,16,q7338,b,49000
