timestamp,solving_id,question_id,user_answer,elapsed_time
1515995847137,1,q8098,b,24000
1515995907549,2,q8074,c,17000
1515995934920,3,q176,d,24000
1515996024398,4,q1279,a,16000
1515996153710,5,q2067,d,41666
1515996153997,5,q2068,a,41666
1515996154291,5,q2069,c,41666
1515996301681,6,q3411,d,35333
1515996302148,6,q3412,a,35333
1515996302680,6,q3413,d,35333
1515996428575,7,q2991,b,40333
1515996429033,7,q2992,b,40333
1515996429488,7,q2993,c,40333
1515996624710,8,q2628,c,63333
1515996625418,8,q2629,a,63333
1515996626040,8,q2630,b,63333
1515996682829,9,q4555,a,54000
1515996705127,10,q4178,c,20000
1515996724963,11,q4761,a,17000
1515996753962,12,q6185,b,27000
1515996793816,13,q6243,a,37000
1515996813548,14,q6442,c,17000
1515997027066,15,q6949,d,44500
1515997028783,15,q6950,a,44500
1515997029638,15,q6951,c,44500
1515997030336,15,q6952,d,44500
1515997397480,16,q7335,d,88750
1515997398214,16,q7336,b,88750
1515997398976,16,q7337,d,88750
1515997399500,16,q7338,c,88750
