timestamp,solving_id,question_id,user_answer,elapsed_time
1533795780707,1,q8098,b,24000
1533795825374,2,q8074,d,41000
1533795854420,3,q176,d,27000
1533795874399,4,q1279,c,17000
1533795920112,5,q2067,b,3333
1533795920256,5,q2069,b,3333
1533795920286,5,q2068,d,3333
1533795935820,6,q3413,b,4333
1533795935872,6,q3411,c,4333
1533795935909,6,q3412,b,4333
1533795944783,7,q2991,a,2333
1533795944821,7,q2992,a,2333
1533795944850,7,q2993,a,2333
1533795953763,8,q2629,b,2000
1533795953770,8,q2630,a,2000
1533795953798,8,q2628,b,2000
1533795997132,9,q4555,d,40000
1533796005514,10,q4178,b,6000
1533796032601,11,q4761,c,24000
1533796038033,12,q6185,c,3000
1533796054169,13,q6243,c,13000
1533796071603,14,q6442,b,14000
1533796086381,15,q6981,b,3000
1533796086413,15,q6983,c,3000
1533796086421,15,q6982,c,3000
1533796086473,15,q6984,a,3000
1533796095574,16,q7336,b,1500
1533796095578,16,q7337,c,1500
1533796095648,16,q7338,b,1500
1533796095659,16,q7335,a,1500
1533818370082,17,q5773,b,20000
1533818406662,18,q5263,c,17000
1533818428907,19,q4847,a,8000
1533818464451,20,q10273,a,24000
1533818557682,21,q4034,b,5000
1533818588790,22,q6071,b,20000
1533818607759,23,q3928,b,11000
1533818629824,24,q8200,a,12000
1533818669785,25,q6187,d,29000
1533818791474,26,q4054,d,42000
1533818826446,27,q5673,a,12000
1533818862267,28,q9809,d,8000
1533818894551,29,q4474,b,20000
1533818955526,30,q6497,d,36000
1533818999248,31,q8671,b,35000
1533819044605,32,q8809,a,16000
1533819063331,33,q5067,b,5000
1533819083333,34,q4126,a,5000
1533819110716,35,q3688,d,18000
1533819137754,36,q8609,d,14000
1533819166746,37,q5736,a,17000
1533819207702,38,q5674,b,23000
1533819250964,39,q4505,d,5000
1533819274587,40,q9493,a,13000
1533819300633,41,q6754,b,15000
1533819336505,42,q3748,c,26000
1533819388918,43,q5658,c,21000
1533819411699,44,q9912,c,12000
1533819424171,45,q4765,a,3000
1533819458180,46,q4553,b,22000
1533819523100,47,q5747,d,14000
1533819564984,48,q10168,a,18000
1533819602606,49,q5780,b,26000
1533819626560,50,q5765,a,14000
1533819689193,51,q5328,a,52000
1533819736340,52,q9704,d,26000
1533819767537,53,q5152,a,13000
1533819797186,54,q5389,c,17000
1533819822595,55,q4172,d,17000
1533819868782,56,q8788,c,37000
1533819907252,57,q3934,a,18000
1533819941213,58,q4107,d,26000
1533819988656,59,q5787,a,6000
1533820020202,60,q8561,c,21000
1533820058939,61,q6186,b,26000
1533859830177,62,q6187,a,15000
1533859851623,63,q6186,b,15000
1533859885517,64,q5060,d,6000
1533859916075,65,q9612,a,14000
1533859948609,66,q6303,a,16000
1533859995022,67,q4329,a,17000
1533860025591,68,q4515,b,22000
1533908064015,69,q6060,c,7000
1533908086039,70,q9416,a,14000
1533908153690,71,q5070,d,15000
1533908201445,72,q3915,c,9000
1533908234120,73,q5473,b,14000
1533908260461,74,q9989,b,18000
1533908291541,75,q4316,a,22000
1533908370741,76,q6261,a,20000
1533908425413,77,q4297,d,30000
1533908473856,78,q9854,a,24000
1533908547791,79,q8668,b,27000
1533908620545,80,q5739,b,29000
1533908663890,81,q8482,a,13000
1533908706679,82,q8881,b,24000
1533908755898,83,q4757,d,19000
1533908798516,84,q6147,b,18000
1533908849846,85,q5329,b,21000
1533908903826,86,q8529,d,17000
1533908940584,87,q4491,d,24000
1533908982210,88,q6242,b,18000
1533909039646,89,q9579,b,15000
1533909100910,90,q9486,a,26000
1533971548546,91,q4099,a,26000
1533971603166,92,q4577,b,20000
1534428789815,93,q3780,b,7000
1534428844309,94,q8757,a,32000
1534428876333,95,q6454,c,7000
1534428913043,96,q6400,b,20000
1534428943909,97,q3729,d,15000
1534428964974,98,q10245,a,10000
1534428995111,99,q4082,d,19000
1534429034272,100,q6110,b,10000
1534560352573,101,q6732,a,7000
1534560394230,102,q8986,c,24000
1534560425552,103,q6741,b,15000
1534560444811,104,q5400,a,11000
1534560474367,105,q6074,a,15000
1534560500599,106,q10205,d,17000
1534560548890,107,q5724,a,21000
1534560564858,108,q4353,c,9000
1534560596386,109,q3666,c,21000
1534584644641,110,q8849,a,11000
1534584740183,111,q5298,a,17000
1534584768531,112,q4619,b,10000
1534584796233,113,q6184,b,8000
1534584826594,114,q8370,a,20000
1534584841065,115,q5772,d,3000
1534584861273,116,q4295,a,13000
1534584879008,117,q8455,d,8000
1534584909054,118,q9204,a,24000
1534584946055,119,q4096,d,25000
1534584963394,120,q5679,a,10000
1534585033187,121,q637,a,21000
1534585062780,122,q722,a,16000
1534585090696,123,q1012,b,15000
1534585115233,124,q295,c,16000
1534585138666,125,q328,b,17000
1534585161379,126,q596,b,16000
1534585190653,127,q506,a,19000
1534585237559,128,q11261,b,19000
1534585270640,129,q842,a,18000
1534585312268,130,q1230,b,17000
