timestamp,solving_id,question_id,user_answer,elapsed_time
1540902587341,1,q6752,a,17000
1540902600887,2,q8438,b,10000
1540902626691,3,q4603,c,23000
1540902646732,4,q4546,c,17000
1540902657750,5,q5575,a,9000
1540902667380,6,q4124,a,7000
1540902678826,7,q4474,b,9000
1540902691208,8,q4559,a,9000
1540902718792,9,q4899,c,25000
1540902734775,10,q5100,c,13000
1540902764315,11,q3935,a,27000
1540902900402,12,q5298,b,58000
1540902939175,13,q4176,c,6000
1540902961385,14,q4530,d,15000
1540903001111,15,q9183,b,17000
1540903070732,16,q5242,a,19000
1540903108450,17,q6184,a,17000
1540903145236,18,q4483,c,15000
1540903184985,19,q10264,d,17000
1540903216314,20,q9633,d,17000
1540903246273,21,q4813,c,8000
1540903327086,22,q1196,a,20000
