timestamp,solving_id,question_id,user_answer,elapsed_time
1546944848585,1,q4170,c,19000
1546944863541,2,q4816,c,12000
1546944913745,3,q6722,d,47000
1546944937140,4,q214,c,19000
1546944967650,5,q6119,a,27000
1546944993652,6,q5424,d,23000
1546945026668,7,q5019,c,27000
1546945061517,8,q5224,b,31000
1546945089326,9,q176,d,24000
1547251988032,10,q5316,d,30000
1547252050273,11,q6259,c,38000
1547252085226,12,q5237,d,22000
1547252123947,13,q10263,c,20000
1547252161311,14,q4018,b,18000
1547252219762,15,q5767,d,27000
1547252258463,16,q4592,a,22000
1547252310114,17,q8546,c,32000
1547252368371,18,q4554,c,40000
1547252424616,19,q5288,d,20000
1548022120530,20,q3935,b,9000
1548022169235,21,q8766,c,28000
1548022208843,22,q4256,b,16000
1548022265065,23,q6072,b,39000
1548022293789,24,q3805,d,19000
1548022326216,25,q9889,d,12000
1548022359150,26,q5613,d,22000
1548022403740,27,q4255,b,28000
1548022443130,28,q5094,a,26000
1548022469205,29,q9961,a,16000
1548022573435,30,q855,c,19000
1548022625825,31,q730,a,17000
1548022687092,32,q590,b,19000
1548022733992,33,q295,c,16000
1548022774988,34,q424,a,17000
1548022819530,35,q502,c,19000
1548022896245,36,q835,b,20000
1548022931581,37,q11262,a,15000
1548022959683,38,q639,c,20000
1548023006635,39,q982,c,20000
1548023162826,40,q835,c,16000
1548023184516,41,q590,c,15000
1548023235016,42,q3935,a,5000
1548423457037,43,q1316,b,19000
1548423489340,44,q11263,b,16000
1548423516308,45,q483,c,17000
1548423567062,46,q696,c,25000
1548423609462,47,q961,c,17000
1548423655590,48,q11249,b,22000
1548423688525,49,q1115,c,19000
1548423739056,50,q259,b,16000
1548423780903,51,q237,c,16000
1548423830079,52,q11261,b,20000
1548423923211,53,q5308,d,36000
1548423985998,54,q4494,a,26000
1548424056959,55,q3788,d,18000
1548424078873,56,q8502,c,14000
1548424101979,57,q4476,c,13000
1548424124547,58,q6188,d,16000
1548424151272,59,q3720,b,19000
1548424170035,60,q9072,d,11000
1548424191635,61,q4535,c,13000
1548424215186,62,q3665,b,15000
1548548045193,63,q4538,b,30000
1548548100957,64,q9901,a,21000
1548548136916,65,q6087,b,28000
1548548163125,66,q5052,a,13000
1548548202104,67,q6545,d,24000
1548548239856,68,q9350,b,23000
1548548279670,69,q4057,a,28000
1548548321251,70,q5257,a,27000
1548548353494,71,q6017,c,23000
1548548375157,72,q8529,c,14000
1548548482394,73,q8546,c,27000
1548548569377,74,q8529,d,8000
1548548612954,75,q5224,c,38000
