timestamp,solving_id,question_id,user_answer,elapsed_time
1569318474716,1,q5109,d,32000
1569318492659,2,q5608,d,13000
1569318523285,3,q4842,d,27000
1569318562815,4,q6186,d,35000
1569318580402,5,q6722,b,13000
1569318612665,6,q4135,c,29000
1569318641131,7,q99,a,24000
1569318660653,8,q4580,c,16000
1569318676575,9,q5135,d,12000
1569318709389,10,q4771,d,29000
1569318740945,11,q5019,a,28000
1569410467151,12,q6200,a,15000
1569410517674,13,q6328,b,26000
1569410559329,14,q4774,a,31000
1569410597009,15,q6049,a,28000
1569410638922,16,q5316,c,31000
1569410665125,17,q4476,b,18000
1569410702642,18,q6256,a,26000
1569410757496,19,q3784,d,25000
1569410802710,20,q6486,d,37000
1569410833966,21,q5060,c,7000
1569410874017,22,q5629,b,17000
1569410934213,23,q4559,b,28000
1569411008325,24,q4886,d,50000
1569411063117,25,q3691,c,18000
1569411168168,26,q4599,b,34000
1569411714488,27,q6944,b,53500
1569411714502,27,q6941,b,53500
1569411714533,27,q6943,c,53500
1569411714620,27,q6942,a,53500
1569412033474,28,q10636,a,64500
1569412033482,28,q10635,a,64500
1569412033496,28,q10637,a,64500
1569412033590,28,q10634,b,64500
1569412393346,29,q6828,d,66750
1569412393361,29,q6826,b,66750
1569412393367,29,q6827,d,66750
1569412393408,29,q6825,a,66750
1569412659833,30,q10638,c,40500
1569412659855,30,q10641,a,40500
1569412659861,30,q10640,d,40500
1569412659908,30,q10639,a,40500
1569491843301,31,q6722,b,28000
1569491886850,32,q4135,b,35000
1569491940006,33,q5135,d,12000
1573995733000,34,q5116,a,46000
1573995766000,35,q6525,b,17000
1573996085000,36,q9400,b,18000
1573996113000,37,q6156,b,16000
1573996187000,38,q8382,c,65000
1573996219000,39,q8731,a,19000
1573996251000,40,q10321,c,23000
1574035700000,41,q9805,a,49000
1574035737000,42,q5686,d,27000
1574035781000,43,q9506,d,33000
1574035994000,44,q9552,b,29000
1574036042000,45,q8750,a,28000
1574036118000,46,q5224,c,40000
1574036264000,47,q10045,a,77000
1574209082557,48,q5116,a,46000
1574209116346,49,q6525,b,17000
1574209434804,50,q9400,b,18000
1574209463069,51,q6156,b,16000
1574209537285,52,q8382,c,65000
1574209569053,53,q8731,a,19000
1574209600994,54,q10321,c,23000
1574249050134,55,q9805,a,49000
1574249087101,56,q5686,d,27000
1574249131166,57,q9506,d,33000
1574249343458,58,q9552,b,29000
1574249392346,59,q8750,a,28000
1574249467960,60,q5224,c,40000
1574249613529,61,q10045,a,77000
