timestamp,solving_id,question_id,user_answer,elapsed_time
1561942790959,1,q4274,c,15000
1561942867630,2,q1273,c,18000
1561942892843,3,q4446,b,23000
1561942925159,4,q6446,b,29000
1561942943842,5,q3622,d,15000
1561942980035,6,q6048,b,33000
1561943005493,7,q10042,a,23000
1561943034510,8,q3950,c,26000
1561943221257,9,q5254,b,45000
1561943238927,10,q5329,b,9000
1561943272768,11,q6091,c,24000
1561943293974,12,q17292,a,13000
1561943327109,13,q4904,b,23000
1561943371716,14,q3774,d,32000
1561943404545,15,q4539,d,25000
1561943440296,16,q8785,c,29000
1561943486253,17,q5317,a,37000
1561943550633,18,q4198,c,55000
1561960488781,19,q473,b,20000
1561960515091,20,q1253,a,15000
1561960541825,21,q246,c,15000
1561960570354,22,q11259,b,20000
1561960598625,23,q551,a,19000
1561960627671,24,q1132,b,18000
1561960656667,25,q481,a,20000
1561960681595,26,q11262,a,17000
1561960709441,27,q1314,c,19000
1561960736689,28,q1207,b,18000
1561970894393,29,q5761,b,17000
1561970927872,30,q3928,d,25000
1561970968725,31,q3909,c,31000
1561971011600,32,q3727,d,35000
1561971052975,33,q5648,a,31000
1561971095990,34,q6139,b,30000
1561971168861,35,q6294,b,64000
1561971232959,36,q8613,b,57000
1561971259679,37,q5392,a,18000
1561971305102,38,q5219,a,38000
1561971352146,39,q3655,a,37000
1561971397319,40,q9469,a,39000
1561971427594,41,q6188,b,22000
1561971474647,42,q5741,d,17000
1561975261884,43,q4190,a,25000
1561976618756,44,q17229,d,19000
1561976682656,45,q5395,c,33000
1561976709460,46,q4516,c,12000
1561976752811,47,q4431,a,34000
1561976787062,48,q9669,a,16000
1561977585930,49,q3928,b,16000
1561977839883,50,q5648,d,15000
1561977854187,51,q6188,d,8000
1561977900705,52,q5682,d,23000
1561977931723,53,q6043,c,24000
1561977962764,54,q4143,d,25000
1561978005238,55,q9505,a,35000
1561978798651,56,q5310,c,14000
1561978829588,57,q5649,b,21000
1561978865736,58,q4476,b,21000
1561978886386,59,q9755,c,11000
1561978930834,60,q4732,d,36000
1561978974543,61,q3923,a,36000
1561979013251,62,q6494,c,29000
1561979079528,63,q10106,b,58000
1561979102199,64,q5780,a,13000
1561979136881,65,q4204,b,25000
1561979158982,66,q5773,b,14000
1561979184313,67,q8371,b,11000
1561979216501,68,q4509,b,22000
1561979246537,69,q4297,d,19000
1561979281900,70,q5218,a,26000
1561979306992,71,q9492,c,16000
1562041676441,72,q3788,a,13000
1562041704241,73,q6189,d,18000
1562041731611,74,q4886,c,14000
1562041770387,75,q5396,c,27000
1562041801625,76,q3681,c,21000
1562063079081,77,q4904,b,21000
1562063093999,78,q4539,d,6000
1562063124742,79,q5780,b,22000
1562063140344,80,q4143,d,5000
1562063167685,81,q1273,c,18000
1562063188334,82,q5329,b,9000
1562063206271,83,q4516,a,10000
1562063256725,84,q473,b,19000
1562063282186,85,q9669,c,14000
1562063311818,86,q4886,d,21000
1562063342549,87,q4431,a,18000
1562063359667,88,q3774,a,10000
1562063373808,89,q4204,b,7000
1562063424254,90,q4732,d,40000
