timestamp,solving_id,question_id,user_answer,elapsed_time
1536224577577,1,q5559,d,16000
1536224592483,2,q4991,a,11000
1536224605839,3,q4829,b,9000
1536224625337,4,q743,b,15000
1536224664758,5,q5540,d,36000
1536224680682,6,q4793,b,13000
1536224739942,7,q6472,d,50000
1536224761084,8,q4821,c,18000
1536224771449,9,q6492,b,7000
1536224798410,10,q4593,a,23000
1536224906586,11,q769,b,12000
1536224928946,12,q1320,a,14000
1536224951824,13,q500,b,15000
1536224983666,14,q11263,b,24000
1536225017767,15,q350,a,17000
1536225046798,16,q1164,a,18000
1536225089309,17,q1359,a,24000
1536225129789,18,q11249,b,22000
1536225159951,19,q1162,a,19000
1536225190181,20,q1283,b,15000
1536413962276,21,q4518,b,13000
1536414006849,22,q4891,b,30000
1536414051470,23,q5097,a,18000
1536414096303,24,q10210,a,11000
1536414143269,25,q5242,a,25000
1536414165597,26,q3935,b,11000
1536414222050,27,q4482,a,5000
1536414265092,28,q8696,a,34000
1536414382570,29,q6194,a,61000
1536414454033,30,q5067,b,25000
1536414511357,31,q1067,a,16000
1536414564308,32,q11259,c,19000
1536414625499,33,q1049,b,14000
1536414657074,34,q871,b,21000
1536414687238,35,q490,b,17000
1536414722808,36,q11262,a,12000
1536414748045,37,q1259,b,19000
1536414808346,38,q453,b,13000
1536414837045,39,q1072,a,14000
1536414859603,40,q11261,c,18000
1536621611479,41,q5086,d,8000
1536621712447,42,q8921,c,51000
1536621746004,43,q4107,b,27000
1536621787290,44,q4189,c,12000
1536621824320,45,q5491,d,15000
1536621902045,46,q9082,d,14000
1536622056309,47,q5306,d,9000
1536622107737,48,q4297,c,15000
1536622168206,49,q3776,c,8000
1536622182917,50,q9166,a,8000
1536746036301,51,q5245,d,9000
1536746049966,52,q4565,b,6000
1536746071662,53,q5060,c,13000
1536746116930,54,q9503,a,20000
1536746164346,55,q6514,a,11000
1536746222141,56,q6390,b,19000
1536746287399,57,q4408,a,14000
1536746321354,58,q9564,b,11000
1536746520772,59,q5415,c,13000
1536746577188,60,q3685,b,15000
1536746640161,61,q1234,a,15000
1536746662070,62,q830,b,16000
1536746705471,63,q333,c,18000
1536746745786,64,q295,c,17000
1536746774417,65,q651,c,14000
1536746814993,66,q1279,c,15000
1536746835315,67,q598,c,13000
1536746863902,68,q563,a,17000
1536746896993,69,q209,b,16000
1536746975299,70,q647,c,16000
