timestamp,solving_id,question_id,user_answer,elapsed_time
1568193208209,1,q4289,a,46000
1568193227931,2,q5519,a,15000
1568193250687,3,q1295,b,19000
1568193280327,4,q190,c,26000
1568193321247,5,q5663,d,38000
1568193355463,6,q6759,c,31000
1568193380425,7,q4612,b,22000
1568193398846,8,q10022,d,15000
1568685300632,9,q4470,a,32000
1568685341249,10,q5741,c,18000
1568685371031,11,q5230,b,7000
1568685407193,12,q3640,b,21000
1568685462576,13,q3691,d,21000
1568685491888,14,q5068,a,10000
1568685510863,15,q3983,c,7000
1568685538741,16,q9463,a,17000
1568685562581,17,q5391,a,8000
1568685583424,18,q4240,d,11000
1568708429852,19,q898,c,18000
1568708460315,20,q869,b,19000
1568708494578,21,q341,c,21000
1568708519668,22,q295,c,16000
1568708541799,23,q1288,b,13000
1568708563168,24,q459,a,13000
1568708590084,25,q600,c,19000
1568708621664,26,q11261,a,23000
1568708650035,27,q884,a,17000
1568708673226,28,q685,c,15000
1568810758248,29,q418,c,13000
1568810786858,30,q11249,b,18000
1568810817051,31,q658,a,22000
1568810848884,32,q721,c,20000
1568810874242,33,q595,c,18000
1568810905310,34,q11263,b,20000
1568810934991,35,q902,a,17000
1568810959688,36,q927,c,16000
1568810997962,37,q940,c,24000
1568811026891,38,q11262,a,17000
1568811139536,39,q6027,c,7000
1568811163816,40,q9560,b,15000
1568811186559,41,q3985,d,14000
1568811210848,42,q8396,d,13000
1568811235439,43,q5615,c,14000
1568811290756,44,q8998,a,44000
1568811311302,45,q4767,a,8000
1568811334209,46,q3935,b,14000
1568811370377,47,q5900,c,20000
1568811394625,48,q9956,b,15000
1568884023620,49,q1153,a,22000
1568884052034,50,q985,b,16000
1568884079017,51,q661,c,19000
1568884109323,52,q11259,b,21000
1568884137698,53,q1092,a,18000
1568884172421,54,q623,c,26000
1568884202411,55,q507,c,20000
1568884228694,56,q762,b,18000
1568884254665,57,q1002,c,18000
1568884283442,58,q1388,b,19000
1568884373086,59,q3665,b,26000
1568884418046,60,q6523,b,32000
1568884438464,61,q4034,d,9000
1568884481453,62,q8807,d,33000
1568884515991,63,q6229,a,26000
1568884530806,64,q4478,a,7000
1568884577549,65,q3623,d,38000
1568884608065,66,q17287,b,20000
1568884628899,67,q5465,a,12000
1568884655637,68,q5316,c,17000
1568959215844,69,q5060,d,22000
1568959254190,70,q9906,b,23000
1568959285426,71,q4535,c,22000
1568959324233,72,q6497,d,29000
1568959391613,73,q4527,d,47000
1568959454014,74,q8844,c,45000
1568959492898,75,q5652,a,29000
1568959558920,76,q5221,d,48000
1568959582071,77,q8687,a,13000
1568959605942,78,q9355,d,13000
1569065420206,79,q6208,b,41000
1569065467000,80,q5687,b,17000
1569065488202,81,q4539,a,6000
1569065511327,82,q17097,c,12000
1569065548537,83,q9631,b,21000
